;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;id_provincia
1580;Pilcomayo;Palma Sola;34049040;0;0;0;0;0;0;0;18;18;9
1581;Pilcomayo;Riacho He-He;34049060;0;0;0;1;0;0;0;414;415;9
1582;Pilcomayo;Siete Palmas;34049080;16;0;0;1;0;0;0;82;99;9
1583;Pilcomayo;Puerto Pilcomayo;34049050;0;0;0;0;0;0;0;3;3;9
1584;Pilcomayo;Riacho Negro;34049070;0;0;0;0;0;0;0;3;3;9
1585;Pirané;Colonia Campo Villafañe;34056010;0;0;0;52;0;0;0;145;197;9
1586;Pirané;El Colorado;34056020;1341;0;0;160;3;5;0;867;2376;9
1587;Pirané;Palo Santo;34056030;0;173;0;0;0;1;0;291;465;9
1588;Pirané;Pirané;34056040;0;0;0;957;101;6;0;464;1528;9
1589;Pirané;Villa Kilómetro 213;34056050;0;0;0;0;1;0;0;431;432;9
1590;Ramón Lista;El Potrillo;34063010;0;0;0;0;2;0;0;20;22;9
1591;Ramón Lista;El Quebracho;34063030;0;0;0;0;0;0;0;12;12;9
1592;Ramón Lista;General Mosconi;34063020;0;0;0;8;4;3;0;33;48;9
1593;Ramón Lista;OTROS;Sin Datos;0;0;0;0;0;8;0;0;8;9
1594;Cochinoca;Abra Pampa;38007020;0;0;0;0;0;3;0;221;224;10
1595;Cochinoca;Puesto del Marquéz;38007060;0;0;0;5;0;0;0;0;5;10
1596;Cochinoca;La Redonda;38007055;0;0;0;0;0;2;0;0;2;10
1597;Doctor Manuel Belgrano;Guerrero;38021010;73;78;0;0;0;0;0;0;151;10
1598;Doctor Manuel Belgrano;Lozano (Ap. Chañi);38021040;0;0;0;0;0;0;0;111;111;10
1599;Doctor Manuel Belgrano;San Salvador de Jujuy (Est. Jujuy);38021060;7772;39567;0;34399;36;4;0;140;81918;10
1600;Doctor Manuel Belgrano;Yala;38021070;0;0;0;0;0;2;0;3;5;10
1601;Doctor Manuel Belgrano;La Almona;38021020;0;2;0;3;0;0;0;0;5;10
1602;Doctor Manuel Belgrano;Dr. Manuel Belgrano;38021065;0;0;0;2;0;3;0;8;13;10
1603;Doctor Manuel Belgrano;León;38021030;0;504;0;0;0;2;0;0;506;10
1604;El Carmen;El Carmen;38014040;415;359;0;510;0;2;0;1;1287;10
1605;El Carmen;Manantiales;38014060;0;0;0;0;0;2;0;0;2;10
1606;El Carmen;Monterrico;38014070;0;1043;0;0;0;1;0;10;1054;10
1607;El Carmen;Pampa Blanca;38014080;66;261;0;0;0;3;0;1;331;10
1608;El Carmen;Perico;38014090;0;1380;0;575;0;1;0;12;1968;10
1609;El Carmen;Puesto Viejo;38014100;0;87;0;0;0;1;0;0;88;10
1610;El Carmen;Aguas Calientes;38014010;0;0;0;0;0;0;0;28;28;10
1611;Humahuaca;El Aguilar;38028020;0;0;0;0;0;1;0;0;1;10
1612;Humahuaca;Hipólito Yrigoyen (Est. Iturbe);38028030;0;0;0;5;0;0;0;0;5;10
1613;Humahuaca;Humahuaca;38028040;363;0;0;0;0;12;0;330;705;10
1614;Humahuaca;Tres Cruces;38028050;0;0;0;5;0;0;0;0;5;10
1615;Humahuaca;Uquía (Est. Senador Pérez);38028060;3;0;0;5;0;0;0;0;8;10
1616;Ledesma;Caimancito;38035030;202;0;0;0;0;1;0;38;241;10
1617;Ledesma;Calilegua;38035040;0;500;0;0;0;1;0;144;645;10
1618;Ledesma;Chalicán;38035050;0;0;0;0;0;0;0;78;78;10
1619;Ledesma;Fraile Pintado;38035060;633;23;0;0;0;1;0;121;778;10
1620;Ledesma;Libertador General San Martín (Est. Ledesma);38035080;60;6065;0;1000;0;3;0;787;7915;10
1621;Ledesma;Yuto;38035110;0;0;0;0;0;2;0;176;178;10
1622;OTROS;OTROS;Sin Datos;0;0;0;0;1085;0;0;0;1085;10
1623;Palpalá;Carahunco;38042010;1;0;0;0;0;2;0;0;3;10
1624;Palpalá;Centro Forestal;38042020;15;0;0;0;0;0;0;0;15;10
1625;Palpalá;Palpalá (Est. Gral. Manuel N. Savio);38042040;1931;1004;0;3395;0;3;0;1;6334;10
1626;Palpalá;Rio Blanco;38042010;0;53;0;21;0;0;0;0;74;10
1627;Rinconada;Liviara;38049020;0;0;0;0;0;5;0;0;5;10
1628;Rinconada;Loma Blanca;38049025;0;0;0;0;0;2;0;0;2;10
1629;Rinconada;Nuevo Pirquitas;38049030;0;0;0;5;0;1;0;0;6;10
1630;Rinconada;Coyaguaima;38049007;0;0;0;5;0;0;0;0;5;10
1631;Rinconada;Orosmayo;38049035;0;0;0;5;0;0;0;0;5;10
1632;Rinconada;Rinconada;38049040;0;0;0;0;0;4;0;0;4;10
1633;Rinconada;Lagunillas de Farallón;38049010;0;0;0;9;0;0;0;0;9;10
1634;San Antonio;Loteo Navea;38056020;0;0;0;77;0;0;0;0;77;10
1635;San Antonio;San Antonio;38056030;1;130;0;0;0;1;0;0;132;10
1636;San Antonio;El Ceibal;38056010;0;0;0;1;0;0;0;0;1;10
1637;San Antonio;Los Alisos;38056017;1;0;0;0;0;0;0;0;1;10
1638;San Pedro;La Esperanza;38063070;0;0;0;0;0;1;0;15;16;10
1639;San Pedro;La Mendieta;38063090;0;0;0;0;0;1;0;240;241;10
1640;San Pedro;San Pedro (Est. San Pedro de Jujuy);38063180;5437;1334;0;1884;0;1;0;75;8731;10
1641;San Pedro;San Lucas;38063170;0;0;0;0;0;0;0;10;10;10
1642;San Pedro;Don Emilio;38063030;0;0;0;0;0;0;0;37;37;10
1643;San Pedro;Rosario de Río Grande;38063150;0;0;0;0;0;0;0;54;54;10
1644;SANTA BARBARA;El Fuerte;38070010;0;0;0;0;0;5;0;0;5;10
1645;SANTA BARBARA;El Piquete;38070020;71;0;0;0;0;0;0;29;100;10
1646;SANTA BARBARA;El Talar;38070030;0;0;0;0;0;1;0;141;142;10
1647;SANTA BARBARA;OTROS;Sin Datos;0;0;0;0;0;3;0;0;3;10
1648;SANTA BARBARA;Palma Sola;38070040;0;0;0;0;0;1;0;115;116;10
1649;SANTA BARBARA;Santa Clara;38070060;100;0;0;0;0;1;0;87;188;10
1650;SANTA BARBARA;Vinalito;38070070;0;0;0;0;0;0;0;30;30;10
1651;Santa Catalina;Casira;38077010;0;0;0;5;0;0;0;0;5;10
1652;Santa Catalina;Ciénega;38077020;0;0;0;5;0;0;0;0;5;10
1653;Santa Catalina;Cieneguillas;38077030;0;0;0;5;0;0;0;0;5;10
1654;Santa Catalina;Cusi Cusi;38077040;0;0;0;5;0;0;0;0;5;10
1655;Santa Catalina;Misarrumi;38077060;0;0;0;0;0;5;0;0;5;10
1656;Santa Catalina;Oratorio;38077070;0;0;0;5;0;0;0;0;5;10
1657;Santa Catalina;Paicone;38077080;0;0;0;5;0;0;0;0;5;10
1658;Santa Catalina;Santa Catalina;38077100;0;0;0;5;0;2;0;0;7;10
1659;Susques;El Toro;38084030;0;0;0;20;0;4;0;0;24;10
1660;Susques;Huáncar;38084040;0;0;0;27;0;0;0;0;27;10
1661;Susques;Olacapato;38084055;0;0;0;8;0;0;0;1;9;10
1662;Susques;Olaroz Chico;38084060;0;0;0;30;0;1;0;6;37;10
1663;Susques;Pastos Chicos;38084070;0;0;0;22;0;0;0;0;22;10
1664;Susques;Puesto Sey;38084080;0;0;0;20;0;0;0;0;20;10
1665;Susques;San Juan de Quillaqués;38084090;0;0;0;12;0;5;0;0;17;10
1666;Susques;Susques;38084100;0;0;0;275;0;21;0;17;313;10
1667;Susques;Coranzuli;38084020;0;0;0;60;0;0;0;0;60;10
1668;Susques;Catua;38084010;0;0;0;70;0;0;0;0;70;10
1669;Susques;Jama;38084045;0;0;0;11;0;0;0;0;11;10
1670;Susques;Mina Providencia;38084050;0;0;0;5;0;0;0;0;5;10
1671;Tilcara;Huacalera;38094020;0;0;0;5;0;0;0;0;5;10
1672;Tilcara;Maimará;38094040;0;0;0;5;0;2;0;77;84;10
1673;Tilcara;Tilcara;38094050;0;0;0;10;0;4;0;375;389;10
1674;Tumbaya;Bárcena;38098010;0;0;0;0;0;0;0;111;111;10
1675;Tumbaya;Purmamarca;38098030;75;0;0;0;0;0;0;1;76;10
1676;Tumbaya;Volcán;38098050;1;0;0;0;0;0;0;93;94;10
1677;Tumbaya;El Moreno;38098020;0;0;0;0;1;0;0;0;1;10
1678;Tumbaya;Tumbaya;38098040;0;0;0;0;0;0;0;342;342;10
1679;Valle Grande;Santa Ana;38105040;0;0;0;0;0;2;0;0;2;10
1680;Yavi;Barrios;38112010;0;0;0;5;0;0;0;0;5;10
1681;Yavi;Cangrejillos;38112020;0;0;0;5;0;0;0;0;5;10
1682;Yavi;La Intermedia;38112040;0;0;0;5;0;0;0;0;5;10
1683;Yavi;La Quiaca;38112050;660;0;0;75;5;1;0;1;742;10
1684;Yavi;Pumahuasi;38112070;0;0;0;5;0;0;0;0;5;10
1685;Yavi;Yavi Chico;38112090;0;0;0;5;0;0;0;0;5;10
1686;Yavi;Yavi;38112080;0;0;0;0;0;2;0;0;2;10
1687;Atreucó;Doblas;42007010;0;333;0;40;0;1;0;41;415;11
1688;Atreucó;Macachín;42007020;0;0;0;301;0;1;0;1004;1306;11
1689;Atreucó;Miguel Riglos;42007030;0;0;0;3;0;1;0;110;114;11
1690;Atreucó;Rolón;42007040;0;0;0;0;0;1;0;69;70;11
1691;Atreucó;Tomas M. Anchorena;42007050;0;0;1;0;0;1;0;5;7;11
1692;Caleu Caleu;La Adela;42014020;0;371;0;0;0;1;0;515;887;11
1693;Caleu Caleu;Anzoategui;42014010;0;0;0;0;0;2;0;0;2;11
1694;Capital;Anguil;42021010;0;138;0;2;99;1;0;334;574;11
1695;Capital;Santa Rosa;42021020;1760;47023;66;1196;66;3;0;271;50385;11
1696;Catriló;Catriló;42028010;0;541;1;686;327;2;0;0;1557;11
1697;Catriló;La Gloria;42028020;0;0;0;0;24;0;0;0;24;11
1698;Catriló;Lonquimay;42028030;0;278;0;1;71;1;0;0;351;11
1699;Catriló;Uriburu;42028040;0;90;0;1;94;1;0;149;335;11
1700;Chalileo;Santa Isabel;42049010;0;0;2;0;0;1;0;812;815;11
1701;Chapaleufú;Bernardo Larroude;42056010;0;0;1;57;0;1;0;530;589;11
1702;Chapaleufú;Ceballos;42056020;0;0;0;1;0;1;0;67;69;11
1703;Chapaleufú;Coronel Hilario Lagos (Est. Aguas Buenas);42056030;0;0;0;0;0;2;0;247;249;11
1704;Chapaleufú;Intendente Alvear;42056040;83;613;1;255;1;1;0;490;1444;11
1705;Chapaleufú;Sarah;42056050;0;0;0;0;0;2;0;16;18;11
1706;Chapaleufú;Vértiz;42056060;0;0;0;0;0;0;0;107;107;11
1707;Chical Co;La Humada;42063020;0;0;0;0;0;1;0;152;153;11
1708;Conhelo;Conhelo;42035010;0;0;0;0;0;0;0;46;46;11
1709;Conhelo;Eduardo Castex;42035020;1693;1341;0;7;0;1;0;108;3150;11
1710;Conhelo;Mauricio Mayer;42035030;0;0;0;0;0;1;0;30;31;11
1711;Conhelo;Monte Nievas;42035040;0;0;0;0;0;1;0;45;46;11
1712;Conhelo;Rucanelo;42035050;0;0;0;1;0;0;0;26;27;11
1713;Conhelo;Winifreda;42035060;0;192;2;693;2;0;0;195;1084;11
1714;Curacó;Gobernador Duval;42042010;0;0;0;0;0;1;0;83;84;11
1715;Curacó;Puelches;42042020;0;0;0;0;0;1;0;68;69;11
1716;Guatraché;Alpachiri;42070010;0;0;0;2;0;1;0;0;3;11
1717;Guatraché;General Manuel J. Campos;42070020;0;0;0;2;0;1;0;0;3;11
1718;Guatraché;Guatraché;42070030;0;239;0;2;0;1;0;278;520;11
1719;Guatraché;Santa Teresa;42070050;0;0;0;2;0;0;0;0;2;11
1720;Guatraché;Perú;42070040;0;0;0;0;0;0;0;39;39;11
1721;Hucal;Abramo;42077010;0;0;0;1;0;1;0;69;71;11
1722;Hucal;Bernasconi;42077020;37;0;0;1;0;1;0;659;698;11
1723;Hucal;General San Martín (Est. Villa Alba);42077030;0;0;0;2;0;0;0;826;828;11
1724;Hucal;Jacinto Arauz;42077050;631;0;0;2;0;2;0;76;711;11
1725;Limay Mahuida;La Reforma;42091010;0;0;0;0;0;1;0;65;66;11
1726;Limay Mahuida;Limay Mahuida;42091020;0;0;0;0;0;1;0;16;17;11
1727;Loventué;Carro Quemado;42098010;0;0;0;1;0;1;0;50;52;11
1728;Loventué;Luan Toro;42098030;0;0;0;0;0;1;0;67;68;11
1729;Loventué;Telén;42098040;0;0;0;1;0;1;0;198;200;11
1730;Loventué;Victorica;42098050;0;0;0;2;0;1;0;482;485;11
1731;Loventué;Loventué;42098020;0;0;0;1;0;0;0;0;1;11
1732;Maracó;Agustoni;42105010;0;0;0;0;0;0;0;29;29;11
1733;Maracó;Dorila;42105020;0;0;0;1;0;0;0;53;54;11
1734;Maracó;General Pico;42105030;2535;1;91;15376;91;1;0;3015;21110;11
1735;Maracó;Speluzzi;42105040;0;0;0;1;0;0;0;41;42;11
1736;OTROS;OTROS;Sin Datos;0;1;0;0;0;0;0;0;1;11
1737;Puelén;25 de Mayo;42112020;0;0;0;1027;0;0;0;950;1977;11
1738;Puelén;Puelén;42112010;0;0;1;0;0;2;0;125;128;11
1739;Puelén;Casa De Piedra;42112005;0;0;0;0;0;0;0;47;47;11
1740;Quemú Quemú;Colonia Barón;42119010;0;0;2;550;0;1;0;90;643;11
1741;Quemú Quemú;Miguel Cané;42119030;0;0;0;1;105;1;0;0;107;11
1742;Quemú Quemú;Quemú Quemú;42119040;0;0;1;2;113;1;0;143;260;11
1743;Quemú Quemú;Relmo;42119050;0;0;0;0;26;0;0;0;26;11
1744;Quemú Quemú;Villa Mirasol;42119060;0;0;0;0;0;0;0;169;169;11
1745;Rancul;Caleufú;42126010;0;350;0;2;0;1;0;0;353;11
1746;Rancul;La Maruja;42126030;0;150;0;0;0;1;0;0;151;11
1747;Rancul;Parera;42126040;0;0;0;455;0;1;0;272;728;11
1748;Rancul;Quetrequén;42126060;0;0;0;1;0;1;0;152;154;11
1749;Rancul;Rancul;42126070;0;0;0;158;0;2;0;677;837;11
1750;Rancul;Pichi Huinca;42126050;0;0;0;1;0;0;0;0;1;11
1751;Realicó;Adolfo Van Praet;42133010;0;6;0;0;0;1;0;23;30;11
1752;Realicó;Alta Italia;42133020;0;0;0;0;0;1;0;463;464;11
1753;Realicó;Damián Maisonave (Est. Simson);42133030;0;0;0;2;0;0;0;109;111;11
1754;Realicó;Embajador Martini;42133040;15;0;0;7;0;1;0;531;554;11
1755;Realicó;Falucho;42133050;0;0;0;0;0;1;0;82;83;11
1756;Realicó;Ingeniero Luiggi;42133060;0;0;0;240;0;2;0;1418;1660;11
1757;Realicó;Ojeda;42133070;0;0;0;0;0;0;0;9;9;11
1758;Realicó;Realicó;42133080;171;0;1;1931;0;1;0;1232;3336;11
1759;Toay;Toay;42140020;225;5332;0;557;0;1;0;259;6374;11
1760;Trenel;Arata;42147010;0;0;0;1;0;1;0;256;258;11
1761;Trenel;Metileo;42147020;0;0;0;0;0;1;0;60;61;11
1762;Trenel;Trenel;42147030;84;652;0;0;0;2;0;274;1012;11
1763;Utracán;Ataliva Roca;42154010;0;0;0;2;0;1;0;310;313;11
1764;Utracán;Chacharramendi;42154020;0;0;0;0;0;2;0;85;87;11
1765;Utracán;Colonia Santa María;42154030;0;0;1;1;0;0;0;145;147;11
1766;Utracán;General Acha;42154040;551;2915;0;970;0;3;0;333;4772;11
1767;Utracán;Quehué;42154050;0;0;0;1;0;1;0;242;244;11
1768;Utracán;Unanué;42154060;0;0;0;1;0;0;0;56;57;11
1769;Lihuel Calel;Cuchillo Co;42084010;0;0;0;1;0;2;0;0;3;11
1770;Arauco;Aimogasta;46007010;99;2031;0;4;0;1;0;87;2222;12
1771;Arauco;Estación Mazán;46007040;0;0;0;0;0;1;0;14;15;12
1772;Arauco;Villa Mazán;46007050;0;0;0;0;0;0;0;156;156;12
1773;Arauco;Machigasta;46007040;0;0;0;0;0;0;0;3;3;12
1774;Capital;La Rioja;46014010;4720;35425;4;15938;6;4;0;1223;57320;12
1775;Castro Barros;Anillaco;46021020;0;453;0;1;0;1;0;0;455;12
1776;Castro Barros;Los Molinos;46021050;0;49;0;0;0;0;0;4;53;12
1777;Castro Barros;San Pedro;46021070;0;28;0;0;0;0;0;45;73;12
1778;Castro Barros;Aminga;46021010;0;158;0;1;0;0;0;17;176;12
1779;Castro Barros;Anjullón;46021030;0;44;0;1;0;0;0;64;109;12
1780;Castro Barros;Chuquis;46021040;0;39;0;0;0;0;0;0;39;12
1781;Castro Barros;Pinchas;46021060;0;49;0;0;0;0;0;1;50;12
1782;Castro Barros;Santa Vera Cruz;46021080;0;0;0;0;0;0;0;5;5;12
1783;Chamical;Chamical;46035010;210;2963;0;8;0;1;0;9;3191;12
1784;Chilecito;Chilecito;46042010;917;4514;0;3336;0;0;0;96;8863;12
1785;Chilecito;Colonia Vichigasta;46042050;0;0;0;0;0;1;0;0;1;12
1786;Chilecito;Los Sarmientos;46042030;0;157;0;0;0;0;0;0;157;12
1787;Chilecito;Nonogasta;46042090;83;824;0;1;0;1;0;6;915;12
1788;Chilecito;San Miguel;46042030;0;60;0;0;0;0;0;5;65;12
1789;Chilecito;San Nicolás;46042100;0;0;0;0;0;0;0;7;7;12
1790;Chilecito;Vichigasta;46042140;42;0;0;1;0;2;0;103;148;12
1791;Chilecito;Colonia Anguinán;46042020;0;161;0;1;0;0;0;69;231;12
1792;Chilecito;Guanchín;46042060;0;0;0;0;0;0;0;2;2;12
1793;Chilecito;Malligasta;46042070;0;0;0;0;0;0;0;185;185;12
1794;Chilecito;Santa Florentina;46042110;0;0;0;0;0;0;0;7;7;12
1795;Chilecito;Sañogasta;46042120;0;0;0;0;0;0;0;219;219;12
1796;Chilecito;Tilimuqui;46042130;0;0;0;0;0;0;0;13;13;12
1797;Chilecito;La Puntilla;46042030;0;0;0;0;0;0;0;1;1;12
1798;Coronel Felipe Varela;Guandacol;46028020;1;379;0;2;0;1;0;0;383;12
1799;Coronel Felipe Varela;Santa Clara;46028010;0;0;0;0;0;0;0;41;41;12
1800;Coronel Felipe Varela;Villa Unión;46028050;0;1122;0;3;0;1;0;258;1384;12
1801;Coronel Felipe Varela;Aicuña;46028010;0;0;0;0;0;0;0;47;47;12
1802;Coronel Felipe Varela;Los Palacios;46028030;0;0;0;0;0;0;0;107;107;12
1803;Coronel Felipe Varela;Pagancillo;46028040;0;0;0;1;0;0;0;126;127;12
1804;Famatina;Famatina;46049070;1;202;0;2;0;0;0;5;210;12
1805;Famatina;Angulos;46049020;0;0;0;0;0;0;0;6;6;12
1806;Famatina;Campanas;46049050;0;0;0;1;0;0;0;161;162;12
1807;Famatina;Chañarmuyo;46049060;0;0;0;0;0;0;0;29;29;12
1808;Famatina;La Cuadra;46049080;0;0;0;0;0;0;0;22;22;12
1809;Famatina;Pituil;46049090;0;0;0;0;0;0;0;153;153;12
1810;Famatina;Santa Cruz;46049110;0;0;0;0;0;0;0;22;22;12
1811;General Angel V. Peñaloza;Tama;46056020;8;0;0;1;0;0;0;149;158;12
1812;General Angel V. Peñaloza;Punta de los Llanos;46056010;0;0;0;1;0;0;0;93;94;12
1813;General Belgrano;Chañar;46063020;8;0;0;1;0;0;0;90;99;12
1814;General Belgrano;Loma Blanca;46063030;0;0;0;0;0;2;0;0;2;12
1815;General Belgrano;Olta;46063040;0;1069;0;1;0;1;0;6;1077;12
1816;General Belgrano;Castro Barros;46063010;0;0;0;0;0;0;0;1;1;12
1817;General Ocampo;Santa Rita de Catuna;46084050;0;299;0;0;0;1;0;0;300;12
1818;General Ocampo;Ambil;46084010;0;0;0;0;0;0;0;34;34;12
1819;General Ocampo;Milagro;46084030;0;813;0;1;0;0;0;0;814;12
1820;General San Martín;Ulapes;46091010;0;691;0;2;0;0;0;1;694;12
1821;Independencia;Amaná;46105010;1;0;0;0;0;0;0;1;2;12
1822;Independencia;OTROS;Sin Datos;0;0;0;0;0;1;0;0;1;12
1823;Independencia;Patquía;46105020;28;0;0;1;0;0;0;279;308;12
1824;Rosario Vera Peñaloza;Chepes;46112010;2;2312;0;3;0;1;0;373;2691;12
1825;Rosario Vera Peñaloza;Desiderio Tello;46112020;0;0;0;0;0;0;0;116;116;12
1826;Sanagasta;Villa Sanagasta;46126010;0;543;0;5;0;1;0;5;554;12
1827;San Blas de los Sauces;Los Robles;46119010;0;1;0;3;0;1;0;102;107;12
1828;San Blas de los Sauces;Alpasinche;46119010;0;0;0;2;0;0;0;49;51;12
1829;San Blas de los Sauces;Salicas - San Blas;46119010;0;0;0;0;0;0;0;156;156;12
1830;San Blas de los Sauces;Andolucas;46119010;0;0;0;0;0;0;0;16;16;12
1831;San Blas de los Sauces;Chaupihuasi;46119010;0;0;0;0;0;0;0;16;16;12
1832;San Blas de los Sauces;Cuipan;46119010;0;0;0;0;0;0;0;50;50;12
1833;San Blas de los Sauces;Las Talas;46119010;0;1;0;0;0;0;0;42;43;12
1834;San Blas de los Sauces;San Blas;46119010;0;0;0;0;0;0;0;48;48;12
1835;San Blas de los Sauces;Shaqui;46119010;0;0;0;1;0;0;0;73;74;12
1836;San Blas de los Sauces;Suriyaco;46119010;0;0;0;0;0;0;0;2;2;12
1837;San Blas de los Sauces;Tuyubil;46119010;0;0;0;0;0;0;0;2;2;12
1838;General Juan F. Quiroga;San Antonio;46070040;0;0;0;0;0;0;0;33;33;12
1839;General Juan F. Quiroga;Malanzán;46070010;0;0;0;1;0;0;0;347;348;12
1840;General Juan F. Quiroga;Nácate;46070020;0;0;0;0;0;0;0;78;78;12
1841;General Juan F. Quiroga;Portezuelo;46070030;0;0;0;1;0;0;0;227;228;12
1842;General Lamadrid;Villa Castelli;46077010;0;0;0;1;0;0;0;255;256;12
1843;Vinchina;Jagüé;46098010;0;0;0;0;0;0;0;2;2;12
1844;Vinchina;Villa San José de Vinchina;46098020;0;0;0;2;0;0;0;431;433;12
1845;Capital;Mendoza;50007010;6993;68818;182;35691;202;22;0;2042;113950;13
1846;General Alvear;Bowen;50014010;0;64;1;0;0;0;0;91;156;13
1847;General Alvear;General Alvear;50014030;782;3812;1;2224;411;1;0;3408;10639;13
1848;General Alvear;Carmensa;50014020;0;0;0;0;0;0;0;79;79;13
1849;Godoy Cruz;Godoy Cruz;50021010;4261;23;90;32548;100;2;0;1012;38036;13
1850;Godoy Cruz;Gobernador Benegas;50021010;0;0;0;519;0;0;0;0;519;13
1851;Godoy Cruz;Las Tortugas;50021010;0;0;0;719;0;0;0;0;719;13
1852;Godoy Cruz;San Francisco Del Monte;50021010;0;0;0;258;0;0;0;0;258;13
1853;Godoy Cruz;Villa Hipodromo;50021010;0;0;0;13;0;0;0;0;13;13
1854;Guaymallén;Bermejo;50028030;0;0;0;134;0;0;0;0;134;13
1855;Guaymallén;Colonia Segovia;50028010;0;0;0;7;0;0;0;142;149;13
1856;Guaymallén;Guaymallén;50028020;5163;7;88;29200;17;0;0;1533;36008;13
1857;Guaymallén;La Primavera;50028030;0;0;0;0;0;0;0;27;27;13
1858;Guaymallén;Los Corralitos;50028040;102;0;2;0;0;1;0;49;154;13
1859;Guaymallén;OTROS;Sin Datos;0;0;0;0;0;0;0;150;150;13
1860;Guaymallén;Puente de Hierro;50028050;1259;0;3;0;0;0;0;116;1378;13
1861;Guaymallén;San Jose;50028030;0;0;0;90;0;0;0;0;90;13
1862;Guaymallén;Dorrego;50028030;0;0;0;1;0;0;0;0;1;13
1863;Guaymallén;Rodeo De La Cruz;50028010;0;0;0;341;0;1;0;0;342;13
1864;Guaymallén;San Francisco Del Monte;50028050;0;0;0;203;0;0;0;0;203;13
1865;Guaymallén;Buena Nueva;50028030;0;0;0;205;0;1;0;0;206;13
1866;Guaymallén;Capilla Del Rosario;50028050;0;0;0;244;0;0;0;0;244;13
1867;Guaymallén;El Sauce;50028030;0;0;0;14;0;0;0;0;14;13
1868;Guaymallén;Jesus Nazareno;50028050;0;0;0;246;0;0;0;0;246;13
1869;Guaymallén;Las Cañas;50028050;0;0;0;211;0;0;0;0;211;13
1870;Guaymallén;Pedro Molina;50028030;0;0;0;102;0;0;0;0;102;13
1871;Junín;Ingeniero Giagnoni;50035010;3682;0;52;254;52;0;0;66;4106;13
1872;Junín;Junín;50035020;354;0;5;961;0;0;0;215;1535;13
1873;Junín;La Colonia;50035030;0;0;0;541;0;2;0;201;744;13
1874;Junín;Los Barriales;50035040;832;0;2;0;0;0;0;175;1009;13
1875;Junín;Medrano;50035050;0;0;0;0;0;0;0;774;774;13
1876;Junín;OTROS;Sin Datos;0;0;0;30;0;0;0;0;30;13
1877;Junín;Phillips;50035060;0;0;0;0;0;0;0;1;1;13
1878;Junín;Rodríguez Peña;50035070;0;0;0;0;0;0;0;48;48;13
1879;La Paz;La Paz;50042020;384;0;0;4;0;0;0;0;388;13
1880;Las Heras;Las Heras;50049050;1206;6;32;13742;11;10;0;703;15710;13
1881;Las Heras;Papagayos;50049040;0;0;0;0;0;1;0;0;1;13
1882;Las Heras;Uspallata;50049110;578;0;2;558;0;0;0;0;1138;13
1883;Las Heras;El Algarrobal;50049040;0;0;0;1;0;0;0;0;1;13
1884;Las Heras;El Challao;50049040;0;0;0;181;0;0;0;0;181;13
1885;Las Heras;El Plumerillo;50049040;0;0;0;38;0;0;0;0;38;13
1886;Las Heras;El Resguardo;50049040;0;0;0;1;0;0;0;0;1;13
1887;Las Heras;El Zapallar;50049040;0;0;0;79;0;0;0;0;79;13
1888;Las Heras;Panquehua;50049040;0;0;0;5;0;0;0;0;5;13
1889;Las Heras;Puente del Inca;50049090;0;0;0;0;0;2;0;0;2;13
1890;Lavalle;3 de Mayo;50056150;0;0;0;0;0;0;0;21;21;13
1891;Lavalle;Barrio Los Olivos;50056070;229;0;0;0;0;0;0;0;229;13
1892;Lavalle;Costa de Araujo;50056080;0;0;0;2;29;0;0;125;156;13
1893;Lavalle;El Vergel;50056100;0;0;0;0;0;0;0;22;22;13
1894;Lavalle;Ingeniero Gustavo André;50056110;0;0;0;0;0;0;0;26;26;13
1895;Lavalle;Jocolí;50056120;0;0;0;0;0;0;0;27;27;13
1896;Lavalle;Jocolí Viejo;50056130;0;0;0;0;0;0;0;25;25;13
1897;Lavalle;Villa Tulumaya;50056160;0;0;0;107;1;0;0;271;379;13
1898;Luján de Cuyo;Agrelo;50063010;1;0;0;563;0;0;0;67;631;13
1899;Luján de Cuyo;Cacheuta;50063030;18;0;0;0;0;0;0;31;49;13
1900;Luján de Cuyo;Las Compuertas;50063070;1050;0;7;0;0;0;0;42;1099;13
1901;Luján de Cuyo;Luján de Cuyo;50063090;2450;9;29;4047;35;0;0;1827;8397;13
1902;Luján de Cuyo;Perdriel;50063100;60;0;4;154;0;0;0;58;276;13
1903;Luján de Cuyo;Potrerillos;50063110;0;0;0;1;0;4;0;32;37;13
1904;Luján de Cuyo;Ugarteche;50063120;0;0;0;123;0;0;0;127;250;13
1905;Luján de Cuyo;Barrio Perdriel IV;50063020;0;0;0;77;0;0;0;15;92;13
1906;Luján de Cuyo;Carrodilla;50063060;0;0;0;498;0;0;0;12;510;13
1907;Luján de Cuyo;Chacras De Coria;50063060;0;0;0;890;0;0;0;24;914;13
1908;Luján de Cuyo;Costa Flores;50063040;0;0;0;133;0;0;0;17;150;13
1909;Luján de Cuyo;El Carrizal;50063050;0;0;0;0;0;0;0;42;42;13
1910;Luján de Cuyo;El Salto;50063060;0;0;0;0;0;0;0;34;34;13
1911;Luján de Cuyo;Las Vegas;50063080;0;0;0;0;0;0;0;32;32;13
1912;Luján de Cuyo;Mayor Drummond;50063060;0;0;0;273;0;0;0;17;290;13
