;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general;id_provincia
425;Lomas De Zamora;Villa Fiorito;6490010;1,0;;;;;;;290,0;;;;;;;;;;;;494,0;;;;;;68,0;;;;;;;;;;;29,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;78,0;;;;;;;9,0;;;;;;;;27,0;;;;;;;;;35,0;;;;;;;;;;;;;;;;5,0;;;;;;;;4,0;;;;;;;;;;;3,0;;1044,0;1
426;Luján;Barrio Las Casuarinas;6497060;;;;;;;;17,0;;;9,0;;;;;;;;1,0;;;;;;;21,0;;;;;;;15,0;;;;;;;;;;;;;;;55,0;;;;;;;;;;;;;;;;;;;;;13,0;;;;;;28,0;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162,0;1
427;Luján;Carlos Keen;6497020;;;;;;;;12,0;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;1
428;Luján;Cortines;6497060;;;;;;;;16,0;;;13,0;;;14,0;;;;;2,0;;;;;;;73,0;;;;;;;53,0;;;;;;;;;;;;;;;192,0;;;;;;;;;;;;;;;;;;;;;46,0;;;;;;99,0;;;;;;;;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519,0;1
429;Luján;José María Jáuregui (Est. Jáuregui);6497060;;;;;;;;8,0;;;18,0;;;;;;;;6,0;;;;;;;431,0;;;;;;;310,0;;;;;;;;;;;;;;;1126,0;;;;;;;;;;;;;;51,0;;;;;;;270,0;;;;;;582,0;;;;;;;;;469,0;;;;;;;;;;;;;;;;;;;;;;;;;475,0;;;;;;;;64,0;;;;;;;;;;;;;3810,0;1
430;Luján;Lezica y Torrezuri;6497060;;;;;;;;10,0;;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;1
431;Luján;Luján;6497060;4,0;;;5,0;;;149,0;70,0;;;184,0;;;65,0;;1170,0;;;2,0;2095,0;;;;692,0;;1036,0;;;93,0;;;;497,0;;;;4109,0;;;;;;;;;;;685,0;;;;;;;;6,0;;;;;;4913,0;;;;;;;;;;;;;4572,0;;;;;;;;;4547,0;;;;;;;;;2,0;;;;;;;;;;;;;;;;2567,0;;;;;;;;339,0;;;;;;;;;;;7,0;;27809,0;1
432;Luján;Olivera;6497070;;;;;;;;27,0;;;15,0;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,0;1
433;Luján;Open Door  (Est. Dr. Domingo Cabred);6497060;;;;;;;2,0;19,0;;;14,0;;;;;27,0;;;;;;226,0;;95,0;;;;;;;;;184,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;567,0;1
434;Luján;OTROS;Sin Datos;;;;;;;;22,0;;;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;1
435;Luján;Torres;6497090;;;;;;;;16,0;;;6,0;;;;;5,0;;;;;;;;12,0;;;;;;;;;131,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170,0;1
436;Magdalena;General Mansilla  (Est. Bartolomé Bavio);6505020;423,0;;;;;;;;;;98,0;;;15,0;;;;;;30,0;;;;;;23,0;;;32,0;;;;;;;;;;;;;;286,0;;;;;;;;;;;;;;;;;;;58,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;965,0;1
437;Magdalena;Magdalena;6505040;;;;;;;15,0;88,0;;;2,0;;;279,0;;57,0;;;136,0;96,0;;;;213,0;;412,0;;;56,0;;;;427,0;;;;;;;;;;2503,0;;;;;;;;;;;;;;;;;;;189,0;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4480,0;1
438;Magdalena;Vieytes;6505060;;;;;;;;;;;;;;22,0;;;28,0;;;37,0;;;;;;;;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,0;1
439;Maipú;Las Armas;6511010;;;;;;;;54,0;;;;;;;;;;;;99,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153,0;1
440;Maipú;Maipú;6511020;1100,0;;;;;;;20,0;;;;;;;;35,0;;;;;;;;189,0;;;;;;;;;421,0;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1767,0;1
441;Maipú;Santo Domingo;6511030;;;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;1
442;Malvinas Argentinas;Area De Promocion El Triángulo;6515010;208,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211,0;1
443;Malvinas Argentinas;Grand Bourg;6515010;41,0;;;;;;;;;;785,0;;;1153,0;;;;;1144,0;1,0;;;;;;1965,0;;;;;;;1203,0;;;;658,0;;;;;;2090,0;;;;;9,0;;;;;;;;;;;;;;50,0;;;;;;;2246,0;;;;;;;533,0;;;;;;;;1404,0;;;;;;;;;1487,0;;;;;;;;;;;;;;;;483,0;;;;;;;;154,0;;;;;;;;;;;320,0;;15726,0;1
444;Malvinas Argentinas;Ingeniero Adolfo Sourdeaux;6515010;22,0;;;;;;;25,0;;;16,0;;;92,0;;;;;3,0;49,0;;;;;;211,0;;;;;;;7,0;;;;251,0;;;;;;13,0;;;;;9,0;;;;;;;;;;;;;;7,0;;;;;;;1072,0;;;;;;;270,0;;;;;;;;564,0;;;;;;;;;767,0;;;;;;;;;;;;;;;;198,0;;;;;;;;74,0;;;;;;;;;;;119,0;;3769,0;1
445;Malvinas Argentinas;Ingeniero Pablo Nogués;6515010;16,0;;;;;;4,0;1,0;;;112,0;;;263,0;;56,0;;;294,0;1,0;;;;18,0;;618,0;;;;;;;172,0;;;;81,0;;;;;;271,0;;;;;12,0;;;;;;;;;;;;;;19,0;;;;;;;991,0;;;;;;;269,0;;;;;;;;632,0;;;;;;;;;713,0;;;;;;;;;;;;;;;;276,0;;;;;;;;119,0;;;;;;;;;;;106,0;;5044,0;1
446;Malvinas Argentinas;Los Polvorines;6515010;4,0;;;4,0;1,0;;12,0;5,0;;;1,0;;;6,0;;54,0;;;9,0;15,0;;;;72,0;;288,0;;;;;;;89,0;;;;;;;;;;24,0;;;;;6015,0;;;;;;;;;;;;;;85,0;;;;;;;2161,0;;;;;;;534,0;;;;;;;;1324,0;;;;;;;;;1399,0;;;;;;;;;;;;;;;;575,0;;;;;;;;138,0;;;;;;;;;;;305,0;;13120,0;1
447;Malvinas Argentinas;Malvinas Argentinas;6515010;4,0;;;;;;;1,0;;;1,0;;;8,0;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,0;;;;;;;4,0;;;;;;;;15,0;;;;;;;;;16,0;;;;;;;;;;;;;;;;7,0;;;;;;;;2,0;;;;;;;;;;;1,0;;93,0;1
448;Malvinas Argentinas;Tortuguitas;6515010;127,0;;;1,0;;;;691,0;;;;;;;;;;;1,0;;;;;;;1031,0;;;;;;;;;;;1951,0;;;;;;5,0;;;;;22,0;;;;;;;;;;;;;;1666,0;;;;;;;1456,0;;;;;;;287,0;;;;;;;;845,0;;;;;;;;;689,0;;;;;;;;;;;;;;;;247,0;;;;;;;;89,0;;;;;;;;;;;192,0;;9300,0;1
449;Malvinas Argentinas;Villa De Mayo;6515010;7,0;;;;;;;5,0;;;4,0;;;14,0;;13,0;;;1,0;1,0;;;;5,0;;117,0;;;;;;;4,0;;;;3,0;;;;;;10,0;;;;;2575,0;;;;;;;;;;;;;;12,0;;;;;;;1224,0;;;;;;;291,0;;;;;;;;713,0;;;;;;;;;759,0;;;;;;;;;;;;;;;;225,0;;;;;;;;80,0;;;;;;;;;;;155,0;;6218,0;1
450;Mar Chiquita;Coronel Vidal;6518010;141,0;;;;;;;22,0;;;3,0;;;11,0;;2,0;2,0;;;3,0;;;;;;1495,0;;;;;;;62,0;;;;233,0;;;;;;15,0;;;;;51,0;;;;5,0;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2052,0;1
451;Mar Chiquita;General Pirán;6518020;513,0;;;;;;;16,0;;;;;;6,0;;;1,0;;;2,0;;;;;;257,0;;;;;;;;;;;14,0;;;;;;;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;819,0;1
452;Mar Chiquita;La Armonía;6518030;;;;;;;;;;;;;;;;;;;;52,0;;;;5,0;;29,0;;;3,0;;;;9,0;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,0;1
453;Mar Chiquita;La Caleta;6518020;157,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157,0;1
454;Mar Chiquita;Mar de Cobo;6518050;166,0;;;;;;;;;;;;;;;25,0;;;;;;;;83,0;;1045,0;;;;;;;72,0;;;;139,0;;;;;;;;;;;87,0;;;;;;;;;;;;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1619,0;1
455;Mar Chiquita;Santa Clara del Mar;6518060;1,0;;;;;;;401,0;;;70,0;;;1503,0;;;36,0;;;805,0;;;;;;672,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3488,0;1
456;Mar Chiquita;Vivoratá;6518070;319,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,0;1
457;Marcos Paz;Marcos Paz;6525020;941,0;;;1,0;;;28,0;;;;;;;1,0;;419,0;;;;2,0;;;;841,0;;20,0;;;;;;;628,0;5,0;;;;;;;;38,0;3,0;;;;;1,0;;16,0;;;;;;524,0;;;;25,0;;;;;;;;;300,0;;;;;;;67,0;;5277,0;;;;;;139,0;;;;;;;;;112,0;;;1038,0;;;;;;;;;882,0;;;;31,0;24,0;;;;;;;19,0;;;;;;;;;;;25,0;;11407,0;1
458;Mercedes;Gowland;6532010;;;;;;;;;;;;;;;;;;;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,0;1
459;Mercedes;Jorge Born;6532030;;;;;;;;;;;;;;;;;;;;;;63,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,0;1
460;Mercedes;Mercedes;6532020;1,0;;;7,0;;;44,0;;;;101,0;;;46,0;;527,0;;;;217,0;;970,0;;400,0;;737,0;;;;;;;256,0;;;;2921,0;;;;;;;;;;;3248,0;;;;;;;;;;;;;;417,0;;;;;;;;;;;;;;;;;;;;;;741,0;;;;;;;;;;;;;;;;;;;;;;;;;545,0;;;;;;;;99,0;;;;;;;;;;;4,0;;11281,0;1
461;Merlo;Libertad;6539010;14,0;;;1,0;;;4,0;3,0;;;1587,0;;;10,0;;29,0;;;4,0;125,0;;21,0;;39,0;;575,0;;;;;;1,0;38,0;;;;9,0;;;;;;71,0;;;;;14601,0;;;;;;;;;;;;;;66,0;;;;;;;5164,0;;;;;;;1177,0;;;;;;;;1910,0;;;;;;;;;2349,0;;;;;;;;;;;;;;;;738,0;;;;;;;;218,0;;;;;;;;;;;442,0;;29196,0;1
462;Merlo;Mariano Acosta;6539010;9730,0;;;;;;;1,0;;;;;;;;;;;2,0;;;;;;;221,0;;;;;;;;;;;;;;;;;16,0;;;;;1,0;;;;;;;;;;;;;;14,0;;;;;;;2955,0;;;;;;;540,0;;;;;;;;1350,0;;;;;;;;;1385,0;;;;;;;;;;;;;;;;358,0;;;;;;;;113,0;;;;;;;;;;;268,0;;16954,0;1
463;Merlo;Merlo;6539010;194,0;;;8,0;;;26,0;8,0;;;267,0;;;27,0;;128,0;;;24,0;780,0;;5,0;;69,0;;1063,0;;;;;;;113,0;;;;25,0;;;;;;78,0;;;;;23487,0;;;;;;;;;;;;;;400,0;;;;;;;13593,0;;;;;;;2923,0;;;;;;;;8076,0;;;;;;;;;6161,0;;;;;;;;;;;;;;;;4409,0;;;;;;;;935,0;;;;;;;;;;;1107,0;;63906,0;1
464;Merlo;OTROS;Sin Datos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1
465;Merlo;Pontevedra;6539010;;;;;;;5,0;;;;;;;130,0;;169,0;;;3,0;1,0;;1659,0;;249,0;;112,0;;;;;;;256,0;;;;2,0;;;;;;9,0;;;;;1,0;;;;;;;;;;;;;;21,0;;;;;;;1473,0;;;;;;;322,0;;;;;;;;890,0;;;;;;;;;713,0;;;;;;;;;;;;;;;;188,0;;;;;;;;59,0;;;;;;;;;;;78,0;;6340,0;1
466;Merlo;San Antonio De Padua;6539010;30,0;;;4,0;;;2,0;2,0;;;92,0;;;3,0;;5,0;;;6,0;328,0;;;;3,0;;103,0;;;;;;3,0;3,0;;;;;;;;;;6,0;;;;;6105,0;;;;;;;;;;;;;;130,0;;;;;;;1196,0;;;;;;;362,0;;;;;;;;1806,0;;;;;;;;;382,0;;;;;;;;;;;;;;;;2124,0;;;;;;;;473,0;;;;;;;;;;;147,0;;13315,0;1
467;Monte;Abbott;6547010;;;;;;;;;;;;;;;;;;;;;;;;;;18,0;;;;;;;;;;;163,0;;;;;;;;;;;;;;;;;;;;;;;;;139,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,0;1
468;Monte;San Miguel del Monte  (Est. Monte);6547020;;1,0;;;24,0;;;63,0;;;368,0;;25,0;;;12,0;;;1194,0;184,0;;;;6,0;;1652,0;;;;;;8,0;29,0;;;;562,0;;;;;;;;;;;;;;;;;;;;;;;;;904,0;;;;;;;;;;;;;;;;;;;;;;1005,0;;;;;;;;;;;;;;;;;;;;;;;;;503,0;;;;;;;;21,0;;;;;;;;;;;1,0;;6562,0;1
469;Monte Hermoso;Balneario Sauce Grande;6553010;;;;;;;;;;;1,0;;;1,0;;;;;;29,0;;;;;;477,0;;;;;;;8,0;;;;;;;;;;;;;;;91,0;;;;;;;;41,0;;;;;;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696,0;1
470;Monte Hermoso;Monte Hermoso;6553020;;;;;;;;;;;3,0;;;47,0;;;2,0;;6,0;671,0;;;;;;3732,0;;;1,0;;;;242,0;;;;31,0;;;;;;;;;;;823,0;;;;;;;;84,0;;;;;;299,0;;;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5957,0;1
471;Moreno;Cuartel V;6560010;;;;;;;;;;;;;;;;;;;;;;;;;;762,0;;;;;;;;;;;14,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;1,0;;;;;;;;6,0;;;;;;;;;7,0;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;810,0;1
472;Moreno;Francisco Alvarez;6560010;1,0;;;;;;45,0;;;;;;;;;465,0;;;62,0;;;;;221,0;;394,0;;;;;;;252,0;;;;141,0;;;;;;2,0;;;;;596,0;;;;;;;;280,0;;;;;;51,0;;;;;;;891,0;;;;;;;300,0;;;;;;;;1206,0;;;;;;;;;613,0;;;;;;;49,0;;;;;;;;;962,0;;;;;;;;237,0;;;;;;;;;;;212,0;;6980,0;1
473;Moreno;La Reja;6560010;;;;;1,0;;5,0;;;;;;;;;47,0;;;227,0;;;;;11,0;;1395,0;;;;;;;3,0;;;;419,0;;;;;;7,0;;;;;50,0;;;;;;;;796,0;;;;;;58,0;;;;;;;2011,0;;;;;;;420,0;;;;;;;;1079,0;;;;;;;;;1037,0;;;;;;;17,0;;;;;;;;;272,0;;;;;;;;84,0;;;;;;;;;;;184,0;;8123,0;1
474;Moreno;Moreno;6560010;5,0;;;8,0;1,0;;43,0;6,0;;;677,0;;;263,0;;276,0;;;717,0;1193,0;;;;107,0;;6484,0;;;;;;;35,0;;;;16181,0;;;;;;53,0;;;;;17498,0;;;;;;;;421,0;;;;;;1306,0;;;;;;;7761,0;;;;;;;1902,0;;;;;;;;5571,0;;;;;;;;;4054,0;;;;;;;;;;;;;;;;3973,0;;;;;;;;860,0;;;;;;;;;;;673,0;;70068,0;1
475;Moreno;Paso Del Rey;6560010;;;;3,0;;;;;;;;;;;;;;;3,0;9,0;;;;;;761,0;;;;;;1,0;;;;;1,0;;;;;;12,0;;;;;7,0;;;;;;;;;;;;;;80,0;;;;;;;2212,0;;;;;;;566,0;;;;;;;;1946,0;;;;;;;;;1266,0;;;;;;;4,0;;;;;;;;;1347,0;;;;;;;;248,0;;;;;;;;;;;416,0;;8882,0;1
476;Moreno;Trujui;6560010;;;;2,0;;;14,0;;;;;;;1,0;;149,0;;;2,0;22,0;;;;50,0;;1534,0;;;;;;;31,0;;;;11,0;;;;;;765,0;;;;;9220,0;;;;;;;;;;;;;;989,0;;;;;;;1472,0;;;;;;;223,0;;;;;;;;933,0;;;;;;;;;675,0;;;;;;;;;;;;;;;;182,0;;;;;;;;54,0;;;;;;;;;;;202,0;;16531,0;1
477;Morón;Castelar;6568010;;;;;;;;25,0;;;5,0;;;4,0;;5,0;;;9,0;100,0;;1,0;;5,0;;331,0;;;;;;2,0;1,0;;;;39,0;;;;;;53,0;;;;;25,0;;;;;;;;;;;;;;9411,0;;;;;;;2749,0;;;;;;;635,0;;;;;;;;7743,0;;;;;;;;;1663,0;;;;;;;;;;;;;;;;6035,0;;;;;;;;1063,0;;;;;;;;;;;346,0;;30250,0;1
478;Morón;El Palomar;6568010;;;;4,0;;;;47,0;;;;;;36,0;;;;;2,0;76,0;;;;3,0;;217,0;;;;;;2,0;7,0;;;;72,0;;;;;;22,0;;;;;1,0;;;;;;;;;;;;;;3870,0;;;;;;;1092,0;;;;;;;268,0;;;;;;;;3345,0;;;;;;;;;705,0;;;;;;;;;;;;;;;;3374,0;;;;;;;;615,0;;;;;;;;;;;158,0;;13916,0;1
479;Morón;Haedo;6568010;3,0;;;8,0;;;30,0;9,0;;;1,0;;;1,0;;67,0;1,0;;21,0;38,0;;5,0;;60,0;;270,0;;;;;;;127,0;;;;22,0;;;;;;28,0;;;;;9406,0;;;;;;;;;;;;;;3655,0;;;;;;;900,0;;;;;;;198,0;;;;;;;;3746,0;;;;;;;;;714,0;;;;;;;;;;;;;;;;3730,0;;;;;;;;610,0;;;;;;;;;;;142,0;;23792,0;1
480;Morón;Moron;6568010;9,0;;;18,0;3,0;;69,0;25,0;;;4,0;;;10,0;;213,0;;;15,0;28,0;;;;149,0;;468,0;;;;;;;453,0;;;;107,0;;;;;;58,0;;;;;7067,0;;;;;;;;;;;;;;9759,0;;;;;;;2914,0;;;;;;;753,0;;;;;;;;7662,0;;;;;;;;;1908,0;;;;;;;1,0;;;;;;;;;7026,0;;;;;;;;1140,0;;;;;;;;;;;397,0;;40256,0;1
481;Morón;Villa Sarmiento;6568010;2,0;;;;;;3,0;1,0;;;2,0;;;;;8,0;;;;87,0;;;;10,0;;184,0;;;;;;1,0;1,0;;;;10,0;;;;;;11,0;;;;;3446,0;;;;;;;;;;;;;;1296,0;;;;;;;456,0;;;;;;;107,0;;;;;;;;1801,0;;;;;;;;;363,0;;;;;;;;;;;;;;;;1620,0;;;;;;;;331,0;;;;;;;;;;;66,0;;9806,0;1
482;Navarro;José Juan Almeyra;6574010;;;;;;;;;;;;;;;;;;;;99,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,0;1
483;Navarro;Las Marianas;6574020;;;;;;;;;;;;;;;;;;;;135,0;;;;9,0;;13,0;;;38,0;;;;7,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203,0;1
484;Navarro;Navarro;6574030;1919,0;;;1,0;;;;;;;;;;;;53,0;;;;159,0;;;;100,0;;20,0;;;35,0;;;;242,0;;;;;;;;;;1480,0;;;;;;;;;;;;;;;;;;;247,0;;;;;;;;;;;;;;;;;;;;;;87,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4343,0;1
485;Navarro;Villa Moll  (Est. Moll);6574040;;;;;;;;;;;;;;;;;7,0;;;92,0;;;;26,0;;15,0;;;12,0;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173,0;1
486;Necochea;Claraz;6581010;;;;;;;;;;;101,0;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,0;1
487;Necochea;Costa Bonita;6581040;;;;;;;;;;;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,0;1
488;Necochea;Energía;6581025;;;;;;;;;;;;;;;;2,0;;;1,0;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,0;1
489;Necochea;Juan N. Fernández;6581030;;;;2,0;;;;;;;575,0;;;60,0;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;640,0;1
490;Necochea;Necochea - Quequén;6581040;1,0;;;1,0;;;113,0;1,0;;;;;;8,0;;1126,0;;;977,0;33,0;;1039,0;;1059,0;;1537,0;;;;;;;2080,0;;;;560,0;;;;;;;;;;;644,0;;;;;;;;;;;;;;2397,0;;;;;;;;;;;;;;;;;;;;;;7817,0;;;;;;;;;;;;;;;;;;;;;;;;;4393,0;;;;;;;;463,0;;;;;;;;;;;1,0;;24250,0;1
491;Necochea;Nicanor Olivera  (Est. La Dulce);6581050;;;;;;;;193,0;;;22,0;;;285,0;;11,0;;;48,0;;;65,0;;;;89,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;713,0;1
